Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
2011634134,11-024606,06/14/2011,06-June,3-Tuesday,17:45,1700 Hours,District 5 (Southeast),MUSCATINE,MUSCATINE,IA 38,IA 38/E 2ND ST & SMALLEY ST,Collision with:  Non-motorist (see non-motorist section - NOT a unit),On Roadway,Non-collision (single vehicle),Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Minor Injury,0,1,0,1,0,0,1500,1,1,Northbound (NB),POINT (-91.033536163079 41.428098887701)
2011634345,11012504,06/15/2011,06-June,4-Wednesday,12:12,1200 Hours,District 6 (East Central),MARION,LINN,,7TH AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Wet,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2400,2,4,N/A,POINT (-91.59831349416 42.033310326106)
2011634880,,06/16/2011,06-June,5-Thursday,10:32,1000 Hours,District 5 (Southeast),BLOOMFIELD,DAVIS,,Co Rd J19/152ND ST,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,N/A,Possible/Unknown,0,1,0,0,1,0,5100,1,1,N/A,POINT (-92.592478298242 40.839975753517)
2011635093,,06/16/2011,06-June,5-Thursday,13:20,1300 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,JOHNSON AVE NW & EDGEWOOD RD NW,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,None Indicated,N/A,Daylight,Dry,Clear,N/A,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4800,2,3,N/A,POINT (-91.715990354938 41.974515406631)
2011637792,11-396,06/17/2011,06-June,6-Friday,21:45,2100 Hours,District 5 (Southeast),,WAYNE,US 65,US 65,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Minor Injury,0,1,0,1,0,0,12000,1,1,Southbound (SB),POINT (-93.510403133568 40.611234080733)
2011634753,20110019219,06/18/2011,06-June,7-Saturday,19:00,1900 Hours,District 1 (Central),DES MOINES,POLK,,UNIVERSITY AVE & MLK JR PKWY,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,1500,2,4,N/A,POINT (-93.64378337331 41.60041117424)
2011637397,11005564,06/19/2011,06-June,1-Sunday,04:00,0400 Hours,District 3 (Northwest),,CARROLL,,Co Rd E25/170TH ST & HAWTHORNE AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Ran Stop Sign,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Dry,"Fog, smoke, smog",None apparent,Intersection:  Four-way intersection,Unpaved,N/A,Property Damage Only,0,0,0,0,0,0,6000,2,3,N/A,POINT (-94.955984402677 42.10760577614)
2011635735,11-14325,06/20/2011,06-June,2-Monday,18:30,1800 Hours,District 6 (East Central),BETTENDORF,SCOTT,,CROW CREEK RD & GREENBRIAR DR,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5800,2,4,N/A,POINT (-90.506804822483 41.567724891632)
2011635190,11-021170,06/21/2011,06-June,3-Tuesday,17:00,1700 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,,6TH AVE & S 24TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Wet,Rain,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7000,2,3,N/A,POINT (-95.87956667661 41.256255789992)
2011636478,2011036170,06/21/2011,06-June,3-Tuesday,21:00,2100 Hours,District 3 (Northwest),,CRAWFORD,IA 39,IA 39/IOWA 39,Collision with:  Animal,N/A,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,1,1,Northbound (NB),POINT (-95.350082187057 42.064572335628)
2011635438,1106222711,06/22/2011,06-June,4-Wednesday,05:29,0500 Hours,District 6 (East Central),,CLINTON,,Co Rd Y44/170 AVE & 225 ST,Collision with:  Animal,N/A,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,1,1,N/A,POINT (-90.762286799986 41.851017870565)
2011635828,01-11-32752,06/23/2011,06-June,5-Thursday,17:21,1700 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,,PENNSYLVANIA AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Driveway access (within),Paved,N/A,Property Damage Only,0,0,0,0,0,0,4500,2,2,N/A,POINT (-90.743333873145 42.500605654453)
2011635639,11-002912,06/24/2011,06-June,6-Friday,21:47,2100 Hours,District 3 (Northwest),ONAWA,MONONA,,CAMEO ST & 10TH ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Ran Stop Sign,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,2,N/A,POINT (-96.09721948123 42.030736147419)
2011635616,201109293,06/24/2011,06-June,6-Friday,16:52,1600 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,COUNCIL ST NE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Other (explain in narrative):  Vision obstructed,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3000,2,2,N/A,POINT (-91.658354040809 42.036198491749)
2011638797,2011-3005,06/25/2011,06-June,7-Saturday,12:15,1200 Hours,District 1 (Central),,HARDIN,,115TH ST,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision (single vehicle),Crossed centerline (undivided),None Indicated,Visual obstruction,Daylight,"Mud, dirt",Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,N/A,Possible/Unknown,0,1,0,0,1,0,5000,1,1,N/A,POINT (-93.212790186734 42.536419511775)
2011636964,201100021396,06/26/2011,06-June,1-Sunday,06:00,0600 Hours,District 6 (East Central),,LINN,I-380,I-380,Collision with:  Animal,N/A,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,1,1,Northbound (NB),POINT (-91.719465793379 42.12733798609)
2011636116,20110020314,06/27/2011,06-June,2-Monday,16:15,1600 Hours,District 1 (Central),DES MOINES,POLK,,UNIVERSITY AVE & 6TH AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,2,0,0,2,0,6000,3,4,N/A,POINT (-93.625739250595 41.600790026125)
2011640290,11-2030,06/28/2011,06-June,3-Tuesday,11:12,1100 Hours,District 1 (Central),FORT DODGE,WEBSTER,,S 28TH ST,Collision with:  Parked motor vehicle,Shoulder,Unknown,Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,1,N/A,POINT (-94.159790483302 42.492149417783)
2011636529,1106282971,06/28/2011,06-June,3-Tuesday,00:01,0000 Hours,District 6 (East Central),,CLINTON,,Co Rd Y34/140 AVE,Collision with:  Animal,N/A,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3000,1,1,N/A,POINT (-90.820531262311 41.937381308484)
2011640125,2011-15025,06/29/2011,06-June,4-Wednesday,18:20,1800 Hours,District 6 (East Central),BETTENDORF,SCOTT,US 67,US 67/GRANT ST & 13TH ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Made improper turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,2,4,No Travel Direction Consistent with Route,POINT (-90.515124204501 41.526196696253)
2011637787,201100028846,06/30/2011,06-June,5-Thursday,10:35,1000 Hours,District 5 (Southeast),OTTUMWA,WAPELLO,,N QUINCY AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,2,N/A,POINT (-92.438444904154 41.013657262553)
2011639452,,06/30/2011,06-June,5-Thursday,12:00,1200 Hours,District 2 (Northeast),,WINNESHIEK,,Co Rd W14/CO RD W14,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Minor Injury,0,1,0,1,0,0,7500,1,1,N/A,POINT (-91.963188378046 43.190179501272)
2011636803,2011-216555,07/01/2011,07-July,6-Friday,10:16,1000 Hours,District 6 (East Central),DAVENPORT,SCOTT,,IA 461/W RIVER DR,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",FTYROW:  Other (explain in narrative),None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2750,2,2,No Travel Direction Consistent with Route,POINT (-90.631464461654 41.501480512561)
2011636685,20110020934,07/02/2011,07-July,7-Saturday,00:01,0000 Hours,District 1 (Central),DES MOINES,POLK,,E WATROUS AVE,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1501,2,1,N/A,POINT (-93.610795130696 41.548141805428)
2011640132,2011-217309,07/03/2011,07-July,1-Sunday,21:39,2100 Hours,District 6 (East Central),DAVENPORT,SCOTT,,IA 461/HARRISON ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dark - roadway lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1700,2,2,No Travel Direction Consistent with Route,POINT (-90.577230476622 41.538699621535)
2011636751,11-023039,07/04/2011,07-July,2-Monday,20:27,2000 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,,RAILROAD HWY,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,2,2,N/A,POINT (-95.807724704122 41.279493830574)
2011636987,11-3207,07/05/2011,07-July,3-Tuesday,16:06,1600 Hours,District 1 (Central),WEST DES MOINES,POLK,,19TH ST,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Unknown,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5500,3,3,N/A,POINT (-93.732300434494 41.578669400164)
2011637709,11-15557,07/06/2011,07-July,4-Wednesday,14:36,1400 Hours,District 6 (East Central),BETTENDORF,SCOTT,US 67,US 67/STATE ST & 12TH ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Minor Injury,0,1,0,1,0,0,4350,2,2,No Travel Direction Consistent with Route,POINT (-90.516101297275 41.525092020227)
2011639314,,07/06/2011,07-July,4-Wednesday,15:18,1500 Hours,District 5 (Southeast),FORT MADISON,LEE,IA 2,IA 2/AVE H,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Unknown,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Minor Injury,0,1,0,1,0,0,1500,1,1,Eastbound (EB),POINT (-91.325350189994 40.63017245589)
2011638312,2011039433,07/07/2011,07-July,5-Thursday,09:45,0900 Hours,District 5 (Southeast),,WARREN,US 65,US 65,Collision with fixed object:  Tree,On Roadway,Non-collision (single vehicle),Ran off road - straight,None Indicated,None apparent,Daylight,Wet,Rain,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,1,3,Northbound (NB),POINT (-93.500360770303 41.251209455012)
2011638182,C11002160,07/08/2011,07-July,6-Friday,10:37,1000 Hours,District 6 (East Central),CORALVILLE,JOHNSON,I-80,I-80,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Clear,Work Zone (roadway-related),Interchange-related:  On-ramp,Paved,Yes,Property Damage Only,0,0,0,0,0,0,2000,2,4,Ramp,POINT (-91.563480043815 41.684766456381)
2011638926,,07/09/2011,07-July,7-Saturday,11:15,1100 Hours,District 3 (Northwest),SCHALLER,SAC,US 20,US 20/MAIN ST & W STATE ST & 4TH ST,Collision with:  Parked motor vehicle,Shoulder,Rear-end (front to rear),FTYROW:  From driveway,None Indicated,None apparent,Daylight,Dry,Clear,"Shoulders (none, low, soft, high)",Non-intersection:  Driveway access (within),Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,3,1,Eastbound (EB),POINT (-95.292660667636 42.496513923392)
2011638345,,07/10/2011,07-July,1-Sunday,16:30,1600 Hours,District 4 (Southwest),,MONTGOMERY,,Co Rd H14/110 ST,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,N/A,Daylight,Dry,Cloudy,N/A,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,1,1,N/A,POINT (-95.018073468107 41.144743514131)
2011639322,,07/11/2011,07-July,2-Monday,16:00,1600 Hours,District 1 (Central),TOLEDO,TAMA,,GRACE ST & BROADWAY ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,2500,2,4,N/A,POINT (-92.578399463405 41.990829583)
2011638435,11-000857,07/11/2011,07-July,2-Monday,06:35,0600 Hours,District 1 (Central),JOHNSTON,POLK,,PIONEER PKWY & MERLE HAY RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Dawn,Wet,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7000,2,2,N/A,POINT (-93.697666399205 41.66199407309)
2011639148,11-15209,07/12/2011,07-July,3-Tuesday,08:47,0800 Hours,District 1 (Central),AMES,STORY,US 69,US 69/LINCOLN WAY & CLARK AVE & S WALNUT ST,Collision with:  Non-motorist (see non-motorist section - NOT a unit),On Roadway,Non-collision (single vehicle),FTYROW:  Making right turn on red signal,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,500,1,1,Northbound (NB),POINT (-93.616888086836 42.02288340509)
2011639293,,07/13/2011,07-July,4-Wednesday,12:30,1200 Hours,District 1 (Central),,HARDIN,,X AVE & 260TH ST,Collision with fixed object:  Ditch,Roadside,Non-collision (single vehicle),Unknown,None Indicated,N/A,Daylight,"Mud, dirt",Clear,N/A,Intersection:  Four-way intersection,Unpaved,N/A,Minor Injury,0,1,0,1,0,0,2000,1,5,N/A,POINT (-93.041046106396 42.324788863605)
2011639564,,07/14/2011,07-July,5-Thursday,08:06,0800 Hours,District 3 (Northwest),HINTON,PLYMOUTH,US 75,US 75/FLOYD AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Vision obstructed,None Indicated,Weather conditions,Daylight,Wet,Rain,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,4500,3,4,Southbound (SB),POINT (-96.291734916786 42.627374661593)
2011640564,07-14-11EL,07/14/2011,07-July,5-Thursday,11:27,1100 Hours,District 3 (Northwest),,DICKINSON,US 71,US 71 & Co Rd M60/280TH AVE,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,2,3,No Travel Direction Consistent with Route,POINT (-95.032396833774 43.430517452994)
2011638511,11070382,07/15/2011,07-July,6-Friday,10:39,1000 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,,GREENHILL RD,Collision with:  Animal,N/A,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,1,1,N/A,POINT (-92.433457582136 42.498202726332)
2011638663,20110022660,07/16/2011,07-July,7-Saturday,17:11,1700 Hours,District 1 (Central),DES MOINES,POLK,,CLARK ST & MLK JR PKWY,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,2,2,N/A,POINT (-93.643861897767 41.605896133708)
2011639018,201100031799,07/17/2011,07-July,1-Sunday,22:51,2200 Hours,District 5 (Southeast),OTTUMWA,WAPELLO,US 34,US 34 & IA 149/IOWA 149 & WAPELLO ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2200,2,3,Westbound (WB),POINT (-92.423326899836 41.015285158359)
2011640008,20110022912,07/18/2011,07-July,2-Monday,17:22,1700 Hours,District 1 (Central),DES MOINES,POLK,,DOUGLAS AVE,Collision with fixed object:  Other fixed object (explain in narrative),Outside trafficway,Non-collision (single vehicle),Exceeded authorized speed,Alcohol (Statutory),None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,6000,1,1,N/A,POINT (-93.620722799625 41.629532205453)
2011640186,11-15875,07/19/2011,07-July,3-Tuesday,13:44,1300 Hours,District 1 (Central),AMES,STORY,,5TH ST,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,N/A,Property Damage Only,0,0,0,0,0,0,1862,1,1,N/A,POINT (-93.618305631431 42.02582092751)
2011641057,2011041946,07/19/2011,07-July,3-Tuesday,10:37,1000 Hours,District 1 (Central),,POWESHIEK,US 6,US 6,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Vision obstructed,None Indicated,Visual obstruction,Daylight,Dry,Clear,Debris,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,11000,2,2,Westbound (WB),POINT (-92.756341382123 41.74053988107)
2011640195,11-15920,07/20/2011,07-July,4-Wednesday,02:00,0200 Hours,District 1 (Central),AMES,STORY,,TRIPP ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Unknown,Alcohol (Statutory),None apparent,Dark - roadway lighted,Dry,Clear,Work Zone (roadway-related),Intersection:  T-intersection,Paved,Yes,Possible/Unknown,0,1,0,0,0,1,6000,2,1,N/A,POINT (-93.662710283481 42.020034096925)
