Year,FIPS County Code,County Name,DHS Service Area,Judicial District,Abuse Type,Occurences,County Primary Point
2020,19063,Emmet,1-Western,3-Third JD,Allows Access by Registered Sex Offender,2,POINT (-94.6784803 43.3780225)
2020,19069,Franklin,2-Northern,2-Second JD,Allows Access to Obscene Materials,1,POINT (-93.262473 42.7325458)
2020,19189,Winnebago,2-Northern,2-Second JD,Denial of Critical Care (Neglect),31,POINT (-93.7341955 43.3775678)
2020,19151,Pocahontas,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-94.6787466 42.7341351)
2020,19155,Pottawattamie,1-Western,4-FourthJD,Allows Access by Registered Sex Offender,10,POINT (-95.5423935 41.3366123)
2020,19037,Chickasaw,2-Northern,1-First JD,Allows Access by Registered Sex Offender,1,POINT (-92.3176637 43.0600414)
2020,19085,Harrison,1-Western,4-FourthJD,Dangerous Substance,14,POINT (-95.8169209 41.6828528)
2020,19059,Dickinson,1-Western,3-Third JD,Sexual Abuse,12,POINT (-95.1508301 43.3779848)
2020,19011,Benton,4-Cedar Rapids,6-SixthJD,Dangerous Substance,50,POINT (-92.0656912 42.0801864)
2020,19049,Dallas,5-Des Moines,5-FifthJD,Allows Access to Obscene Materials,2,POINT (-94.0397374 41.6848862)
2020,19075,Grundy,2-Northern,1-First JD,Dangerous Substance,5,POINT (-92.7914177 42.4018651)
2020,19027,Carroll,1-Western,2-Second JD,Physical Abuse,8,POINT (-94.8605593 42.0362382)
2020,19095,Iowa,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),49,POINT (-92.065524 41.6863229)
2020,19031,Cedar,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),57,POINT (-91.1324125 41.7723207)
2020,19093,Ida,1-Western,3-Third JD,Physical Abuse,2,POINT (-95.5134962 42.3868747)
2020,19167,Sioux,1-Western,3-Third JD,Physical Abuse,17,POINT (-96.1778827 43.0826174)
2020,19137,Montgomery,1-Western,4-FourthJD,Denial of Critical Care (Neglect),37,POINT (-95.1563758 41.03014)
2020,19125,Marion,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),53,POINT (-93.0994367 41.3344515)
2020,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Physical Abuse,9,POINT (-92.6409094 41.3352035)
2020,19139,Muscatine,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),20,POINT (-91.1127562 41.4839221)
2020,19041,Clay,1-Western,3-Third JD,Dangerous Substance,32,POINT (-95.1509194 43.0825804)
2020,19161,Sac,1-Western,2-Second JD,Dangerous Substance,7,POINT (-95.1053946 42.3862604)
2020,19143,Osceola,1-Western,3-Third JD,Sexual Abuse,1,POINT (-95.6236852 43.3785704)
2020,19181,Warren,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),91,POINT (-93.5613594 41.3343735)
2020,19139,Muscatine,3-Eastern,7-Seventh JD,Mental Injury,8,POINT (-91.1127562 41.4839221)
2020,19089,Howard,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-92.3171989 43.3567673)
2020,19031,Cedar,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-91.1324125 41.7723207)
2020,19039,Clarke,5-Des Moines,5-FifthJD,Sexual Abuse,4,POINT (-93.7851579 41.0290323)
2020,19131,Mitchell,2-Northern,2-Second JD,Dangerous Substance,9,POINT (-92.7890315 43.3564124)
2020,19069,Franklin,2-Northern,2-Second JD,Sexual Abuse,4,POINT (-93.262473 42.7325458)
2020,19009,Audubon,1-Western,4-FourthJD,Physical Abuse,1,POINT (-94.9058222 41.6845893)
2020,19095,Iowa,4-Cedar Rapids,6-SixthJD,Dangerous Substance,27,POINT (-92.065524 41.6863229)
2020,19113,Linn,4-Cedar Rapids,6-SixthJD,Sexual Abuse,51,POINT (-91.5989646 42.0789478)
2020,19167,Sioux,1-Western,3-Third JD,Denial of Critical Care (Neglect),42,POINT (-96.1778827 43.0826174)
2020,19013,Black Hawk,2-Northern,1-First JD,Sexual Abuse,48,POINT (-92.3088197 42.4700957)
2020,19163,Scott,3-Eastern,7-Seventh JD,Allows Access to Obscene Materials,4,POINT (-90.6232428 41.6370978)
2020,19001,Adair,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-94.4709413 41.3307464)
2020,19141,OBrien,1-Western,3-Third JD,Dangerous Substance,38,POINT (-95.6248784 43.0837527)
2020,19021,Buena Vista,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-95.151149 42.7354936)
2020,19151,Pocahontas,2-Northern,2-Second JD,Dangerous Substance,16,POINT (-94.6787466 42.7341351)
2020,19065,Fayette,2-Northern,1-First JD,Dangerous Substance,34,POINT (-91.8443207 42.8625919)
2020,19133,Monona,1-Western,3-Third JD,Sexual Abuse,1,POINT (-95.9599235 42.0516663)
2020,19041,Clay,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),8,POINT (-95.1509194 43.0825804)
2020,19013,Black Hawk,2-Northern,1-First JD,Mental Injury,2,POINT (-92.3088197 42.4700957)
2021,19139,Muscatine,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),177,POINT (-91.1127562 41.4839221)
2021,19117,Lucas,5-Des Moines,5-FifthJD,Sexual Abuse,1,POINT (-93.3277207 41.0293738)
2021,19047,Crawford,1-Western,3-Third JD,Physical Abuse,9,POINT (-95.3819678 42.0372125)
2021,19031,Cedar,3-Eastern,7-Seventh JD,Mental Injury,3,POINT (-91.1324125 41.7723207)
2021,19087,Henry,3-Eastern,8-Eigth JD,Dangerous Substance,61,POINT (-91.5445241 40.9879383)
2021,19077,Guthrie,1-Western,5-FifthJD,Sexual Abuse,3,POINT (-94.501055 41.6837548)
2021,19049,Dallas,5-Des Moines,5-FifthJD,Sexual Abuse,14,POINT (-94.0397374 41.6848862)
2021,19079,Hamilton,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-93.7068085 42.3837722)
2021,19165,Shelby,1-Western,4-FourthJD,Dangerous Substance,10,POINT (-95.3102113 41.6850926)
2021,19065,Fayette,2-Northern,1-First JD,Dangerous Substance,52,POINT (-91.8443207 42.8625919)
2021,19047,Crawford,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-95.3819678 42.0372125)
2021,19001,Adair,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),36,POINT (-94.4709413 41.3307464)
2021,19141,OBrien,1-Western,3-Third JD,Allows Access to Obscene Materials,2,POINT (-95.6248784 43.0837527)
2021,19177,Van Buren,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),7,POINT (-91.9499871 40.7532294)
2021,19091,Humboldt,2-Northern,2-Second JD,Dangerous Substance,6,POINT (-94.2071868 42.7764686)
2021,19089,Howard,2-Northern,1-First JD,Sexual Abuse,9,POINT (-92.3171989 43.3567673)
2021,19033,Cerro Gordo,2-Northern,2-Second JD,Allows Access by Registered Sex Offender,2,POINT (-93.2608184 43.0815577)
2021,19115,Louisa,3-Eastern,8-Eigth JD,Physical Abuse,10,POINT (-91.2596184 41.2185073)
2021,19175,Union,5-Des Moines,5-FifthJD,Dangerous Substance,20,POINT (-94.2423792 41.0277304)
2021,19183,Washington,4-Cedar Rapids,8-Eigth JD,Mental Injury,3,POINT (-91.7178676 41.335591)
2021,19013,Black Hawk,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),93,POINT (-92.3088197 42.4700957)
2021,19133,Monona,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-95.9599235 42.0516663)
2021,19197,Wright,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-93.7351465 42.7331189)
2021,19011,Benton,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),71,POINT (-92.0656912 42.0801864)
2021,19027,Carroll,1-Western,2-Second JD,Dangerous Substance,52,POINT (-94.8605593 42.0362382)
2021,19011,Benton,4-Cedar Rapids,6-SixthJD,Physical Abuse,13,POINT (-92.0656912 42.0801864)
2021,19075,Grundy,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-92.7914177 42.4018651)
2021,19147,Palo Alto,1-Western,3-Third JD,Sexual Abuse,1,POINT (-94.6781371 43.0820643)
2021,19009,Audubon,1-Western,4-FourthJD,Dangerous Substance,17,POINT (-94.9058222 41.6845893)
2021,19151,Pocahontas,2-Northern,2-Second JD,Dangerous Substance,10,POINT (-94.6787466 42.7341351)
2021,19119,Lyon,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-96.2102924 43.380497)
2021,19181,Warren,5-Des Moines,5-FifthJD,Physical Abuse,11,POINT (-93.5613594 41.3343735)
2021,19021,Buena Vista,1-Western,3-Third JD,Denial of Critical Care (Neglect),65,POINT (-95.151149 42.7354936)
2021,19161,Sac,1-Western,2-Second JD,Sexual Abuse,3,POINT (-95.1053946 42.3862604)
2021,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,2,POINT (-92.5314684 41.6864422)
2021,19113,Linn,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),624,POINT (-91.5989646 42.0789478)
2021,19195,Worth,2-Northern,2-Second JD,Dangerous Substance,6,POINT (-93.2608476 43.3773984)
2021,19109,Kossuth,1-Western,3-Third JD,Allows Access to Obscene Materials,1,POINT (-94.2067199 43.20413)
2021,19057,Des Moines,3-Eastern,8-Eigth JD,Physical Abuse,29,POINT (-91.1814707 40.9231829)
2021,19129,Mills,1-Western,4-FourthJD,Dangerous Substance,33,POINT (-95.6213267 41.0334523)
2021,19073,Greene,1-Western,2-Second JD,Dangerous Substance,31,POINT (-94.3968356 42.0362394)
2021,19063,Emmet,1-Western,3-Third JD,Sexual Abuse,3,POINT (-94.6784803 43.3780225)
2021,19017,Bremer,2-Northern,2-Second JD,Allows Access to Obscene Materials,6,POINT (-92.3180548 42.7745873)
2021,19079,Hamilton,2-Northern,2-Second JD,Physical Abuse,2,POINT (-93.7068085 42.3837722)
2021,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Physical Abuse,12,POINT (-92.6409094 41.3352035)
2021,19013,Black Hawk,2-Northern,1-First JD,Allows Access by Registered Sex Offender,17,POINT (-92.3088197 42.4700957)
2021,19147,Palo Alto,1-Western,3-Third JD,Physical Abuse,2,POINT (-94.6781371 43.0820643)
2021,19085,Harrison,1-Western,4-FourthJD,Denial of Critical Care (Neglect),67,POINT (-95.8169209 41.6828528)
2021,19089,Howard,2-Northern,1-First JD,Allows Access by Registered Sex Offender,2,POINT (-92.3171989 43.3567673)
2021,19049,Dallas,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),164,POINT (-94.0397374 41.6848862)
2021,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-92.5314684 41.6864422)
2021,19183,Washington,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),13,POINT (-91.7178676 41.335591)
2021,19023,Butler,2-Northern,2-Second JD,Sexual Abuse,4,POINT (-92.7901934 42.7315661)
2021,19193,Woodbury,1-Western,3-Third JD,Allows Access to Obscene Materials,3,POINT (-96.0447673 42.3897169)
2021,19001,Adair,5-Des Moines,5-FifthJD,Dangerous Substance,12,POINT (-94.4709413 41.3307464)
2021,19075,Grundy,2-Northern,1-First JD,Denial of Critical Care (Neglect),23,POINT (-92.7914177 42.4018651)
2021,19051,Davis,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),6,POINT (-92.4097173 40.7476891)
2021,19095,Iowa,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),17,POINT (-92.065524 41.6863229)
2021,19169,Story,5-Des Moines,2-Second JD,Sexual Abuse,9,POINT (-93.4650448 42.0362415)
2021,19105,Jones,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),50,POINT (-91.1314352 42.1212397)
2021,19029,Cass,1-Western,4-FourthJD,Denial of Critical Care (Neglect),50,POINT (-94.9278266 41.3314876)
2021,19139,Muscatine,3-Eastern,7-Seventh JD,Child Sex Trafficking,4,POINT (-91.1127562 41.4839221)
2021,19145,Page,1-Western,4-FourthJD,Physical Abuse,3,POINT (-95.1501747 40.7391444)
2021,19131,Mitchell,2-Northern,2-Second JD,Sexual Abuse,2,POINT (-92.7890315 43.3564124)
2021,19137,Montgomery,1-Western,4-FourthJD,Dangerous Substance,35,POINT (-95.1563758 41.03014)
2021,19155,Pottawattamie,1-Western,4-FourthJD,Mental Injury,1,POINT (-95.5423935 41.3366123)
2021,19021,Buena Vista,1-Western,3-Third JD,Physical Abuse,24,POINT (-95.151149 42.7354936)
2021,19071,Fremont,1-Western,4-FourthJD,Sexual Abuse,1,POINT (-95.6046765 40.7455892)
2021,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,1,POINT (-91.9488774 41.0317596)
2021,19169,Story,5-Des Moines,2-Second JD,Physical Abuse,26,POINT (-93.4650448 42.0362415)
2021,19037,Chickasaw,2-Northern,1-First JD,Allows Access to Obscene Materials,1,POINT (-92.3176637 43.0600414)
2021,19049,Dallas,5-Des Moines,5-FifthJD,Dangerous Substance,15,POINT (-94.0397374 41.6848862)
2021,19087,Henry,3-Eastern,8-Eigth JD,Physical Abuse,10,POINT (-91.5445241 40.9879383)
2021,19163,Scott,3-Eastern,7-Seventh JD,Allows Access to Obscene Materials,2,POINT (-90.6232428 41.6370978)
2021,19155,Pottawattamie,1-Western,4-FourthJD,Physical Abuse,42,POINT (-95.5423935 41.3366123)
2021,19041,Clay,1-Western,3-Third JD,Denial of Critical Care (Neglect),73,POINT (-95.1509194 43.0825804)
2021,19105,Jones,4-Cedar Rapids,6-SixthJD,Allows Access by Registered Sex Offender,1,POINT (-91.1314352 42.1212397)
2021,19093,Ida,1-Western,3-Third JD,Denial of Critical Care (Neglect),13,POINT (-95.5134962 42.3868747)
2021,19187,Webster,2-Northern,2-Second JD,Denial of Critical Care (Neglect),156,POINT (-94.1817881 42.4279662)
2021,19149,Plymouth,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),8,POINT (-96.2140431 42.7378346)
2021,19077,Guthrie,1-Western,5-FifthJD,Allows Access by Registered Sex Offender,9,POINT (-94.501055 41.6837548)
2021,19033,Cerro Gordo,2-Northern,2-Second JD,Sexual Abuse,12,POINT (-93.2608184 43.0815577)
2021,19077,Guthrie,1-Western,5-FifthJD,Physical Abuse,7,POINT (-94.501055 41.6837548)
2021,19035,Cherokee,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),10,POINT (-95.6238055 42.7356226)
2021,19159,Ringgold,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.2439719 40.7352023)
2021,19025,Calhoun,2-Northern,2-Second JD,Dangerous Substance,28,POINT (-94.6404136 42.3851848)
2021,19115,Louisa,3-Eastern,8-Eigth JD,Denial of Critical Care (Neglect),51,POINT (-91.2596184 41.2185073)
2021,19015,Boone,5-Des Moines,2-Second JD,Sexual Abuse,7,POINT (-93.931671 42.0365493)
2021,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),61,POINT (-92.5314684 41.6864422)
2021,19103,Johnson,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),46,POINT (-91.5880849 41.6715511)
2021,19059,Dickinson,1-Western,3-Third JD,Denial of Critical Care (Neglect),38,POINT (-95.1508301 43.3779848)
2021,19011,Benton,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),23,POINT (-92.0656912 42.0801864)
2021,19079,Hamilton,2-Northern,2-Second JD,Dangerous Substance,23,POINT (-93.7068085 42.3837722)
2021,19113,Linn,4-Cedar Rapids,6-SixthJD,Dangerous Substance,249,POINT (-91.5989646 42.0789478)
2021,19103,Johnson,4-Cedar Rapids,6-SixthJD,Physical Abuse,39,POINT (-91.5880849 41.6715511)
2021,19133,Monona,1-Western,3-Third JD,Physical Abuse,7,POINT (-95.9599235 42.0516663)
2021,19015,Boone,5-Des Moines,2-Second JD,Dangerous Substance,32,POINT (-93.931671 42.0365493)
2021,19025,Calhoun,2-Northern,2-Second JD,Sexual Abuse,4,POINT (-94.6404136 42.3851848)
2021,19141,OBrien,1-Western,3-Third JD,Sexual Abuse,28,POINT (-95.6248784 43.0837527)
2021,19001,Adair,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),5,POINT (-94.4709413 41.3307464)
2021,19087,Henry,3-Eastern,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-91.5445241 40.9879383)
2021,19099,Jasper,4-Cedar Rapids,5-FifthJD,Dangerous Substance,56,POINT (-93.053765 41.6860394)
2021,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Mental Injury,1,POINT (-91.9488774 41.0317596)
2021,19055,Delaware,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-91.3673502 42.471211)
2021,19013,Black Hawk,2-Northern,1-First JD,Physical Abuse,50,POINT (-92.3088197 42.4700957)
2021,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Dangerous Substance,31,POINT (-92.5314684 41.6864422)
2021,19079,Hamilton,2-Northern,2-Second JD,Sexual Abuse,7,POINT (-93.7068085 42.3837722)
2021,19167,Sioux,1-Western,3-Third JD,Child Sex Trafficking,2,POINT (-96.1778827 43.0826174)
2021,19169,Story,5-Des Moines,2-Second JD,Denial of Critical Care (Neglect),266,POINT (-93.4650448 42.0362415)
2021,19091,Humboldt,2-Northern,2-Second JD,Sexual Abuse,1,POINT (-94.2071868 42.7764686)
2021,19089,Howard,2-Northern,1-First JD,Dangerous Substance,5,POINT (-92.3171989 43.3567673)
2021,19067,Floyd,2-Northern,2-Second JD,Physical Abuse,16,POINT (-92.7890033 43.0599208)
2021,19187,Webster,2-Northern,2-Second JD,Sexual Abuse,8,POINT (-94.1817881 42.4279662)
2021,19141,OBrien,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),14,POINT (-95.6248784 43.0837527)
2021,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),74,POINT (-92.6409094 41.3352035)
2021,19021,Buena Vista,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),7,POINT (-95.151149 42.7354936)
2021,19167,Sioux,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-96.1778827 43.0826174)
2021,19035,Cherokee,1-Western,3-Third JD,Dangerous Substance,10,POINT (-95.6238055 42.7356226)
2021,19035,Cherokee,1-Western,3-Third JD,Physical Abuse,3,POINT (-95.6238055 42.7356226)
2021,19185,Wayne,5-Des Moines,5-FifthJD,Sexual Abuse,2,POINT (-93.3273639 40.7394702)
2021,19179,Wapello,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),201,POINT (-92.4094499 41.0305845)
2021,19037,Chickasaw,2-Northern,1-First JD,Physical Abuse,4,POINT (-92.3176637 43.0600414)
2021,19047,Crawford,1-Western,3-Third JD,Allows Access by Registered Sex Offender,2,POINT (-95.3819678 42.0372125)
2021,19001,Adair,5-Des Moines,5-FifthJD,Physical Abuse,3,POINT (-94.4709413 41.3307464)
2021,19065,Fayette,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),5,POINT (-91.8443207 42.8625919)
2021,19153,Polk,5-Des Moines,5-FifthJD,Allows Access by Registered Sex Offender,12,POINT (-93.5735335 41.6855048)
2021,19003,Adams,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),13,POINT (-94.6991849 41.0289839)
2021,19111,Lee,3-Eastern,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),46,POINT (-91.479264 40.6419764)
2021,19143,Osceola,1-Western,3-Third JD,Dangerous Substance,16,POINT (-95.6236852 43.3785704)
2021,19183,Washington,4-Cedar Rapids,8-Eigth JD,Dangerous Substance,15,POINT (-91.7178676 41.335591)
2021,19007,Appanoose,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,3,POINT (-92.8686104 40.7431635)
2021,19149,Plymouth,1-Western,3-Third JD,Denial of Critical Care (Neglect),54,POINT (-96.2140431 42.7378346)
2021,19189,Winnebago,2-Northern,2-Second JD,Physical Abuse,5,POINT (-93.7341955 43.3775678)
2021,19195,Worth,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),6,POINT (-93.2608476 43.3773984)
2021,19165,Shelby,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-95.3102113 41.6850926)
2021,19045,Clinton,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),28,POINT (-90.5319724 41.8980358)
2021,19033,Cerro Gordo,2-Northern,2-Second JD,Dangerous Substance,106,POINT (-93.2608184 43.0815577)
2021,19013,Black Hawk,2-Northern,1-First JD,Denial of Critical Care (Neglect),297,POINT (-92.3088197 42.4700957)
2021,19077,Guthrie,1-Western,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.501055 41.6837548)
2021,19121,Madison,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),26,POINT (-94.0155619 41.3307142)
2021,19149,Plymouth,1-Western,3-Third JD,Sexual Abuse,6,POINT (-96.2140431 42.7378346)
2021,19005,Allamakee,2-Northern,1-First JD,Physical Abuse,8,POINT (-91.3780923 43.2842838)
2021,19153,Polk,5-Des Moines,5-FifthJD,Dangerous Substance,564,POINT (-93.5735335 41.6855048)
2021,19007,Appanoose,4-Cedar Rapids,8-Eigth JD,Dangerous Substance,18,POINT (-92.8686104 40.7431635)
2021,19121,Madison,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),5,POINT (-94.0155619 41.3307142)
2021,19187,Webster,2-Northern,2-Second JD,Dangerous Substance,88,POINT (-94.1817881 42.4279662)
2021,19067,Floyd,2-Northern,2-Second JD,Allows Access to Obscene Materials,2,POINT (-92.7890033 43.0599208)
2021,19171,Tama,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),125,POINT (-92.5325425 42.0798117)
2021,19179,Wapello,4-Cedar Rapids,8-Eigth JD,Physical Abuse,16,POINT (-92.4094499 41.0305845)
2021,19151,Pocahontas,2-Northern,2-Second JD,Sexual Abuse,1,POINT (-94.6787466 42.7341351)
2021,19019,Buchanan,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),8,POINT (-91.8378392 42.4707777)
2021,19119,Lyon,1-Western,3-Third JD,Sexual Abuse,3,POINT (-96.2102924 43.380497)
2021,19197,Wright,2-Northern,2-Second JD,Dangerous Substance,11,POINT (-93.7351465 42.7331189)
2021,19049,Dallas,5-Des Moines,5-FifthJD,Mental Injury,2,POINT (-94.0397374 41.6848862)
2021,19051,Davis,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,8,POINT (-92.4097173 40.7476891)
2021,19185,Wayne,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-93.3273639 40.7394702)
2021,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),14,POINT (-91.9488774 41.0317596)
